y,loan,mortgage,job,workyear,delinquency,period,inquire,transact,DTI
0,22600,131098,Mgr,26,5,339.68,1,28,33.06
0,22700,73280,ProfExe,8,1,109.57,3,26,34.61
0,22700,91303,Other,7,0,155.08,1,24,30.68
0,22700,77134,Other,1,0,309.45,3,20,29.37
0,22700,75354,Other,9,0,175.34,1,24,38.26
0,22700,35261,Self,3,0,134.11,1,11,24.52
0,22700,77356,Mgr,14,0,161.65,0,27,35.42
0,22700,93542,Other,6,0,173.1,1,16,30.08
0,22700,93413,ProfExe,8,0,219.57,1,21,27.28
0,22700,36253,Other,24,0,255.09,0,7,26.87
0,22700,128020,ProfExe,7,0,175.88,0,37,21.23
1,22700,94601,Other,3,0,129.56,0,16,37.97
0,22700,46929,Other,6,0,57.88,2,19,35.55
0,22700,155284,ProfExe,15,0,103.79,0,24,29.54
0,22700,108488,ProfExe,11,0,190.97,0,23,34.08
0,22700,85135,Other,11,0,289.55,0,19,40.16
0,22800,76502,Other,20,0,188.08,0,12,40.35
0,22800,96495,Mgr,8,0,120.98,2,24,29.81
0,22800,74979,Mgr,9,1,289.82,1,28,31.48
0,22800,76733,Mgr,1,0,225.33,5,23,40.69
0,22800,49361,Mgr,4,0,264.94,2,25,32.01
0,22800,127010,Mgr,25,5,335.62,0,27,32.37
0,22800,39166,ProfExe,11,0,276.12,0,19,38.97
0,22800,73494,Other,10,0,179.18,1,22,16.18
0,22800,73053,Other,8,0,177.57,1,16,40.77
0,22800,100505,Sales,2,0,393.51,0,23,24.05
0,22800,71557,Other,7,0,247.9,1,21,14.8
0,22800,132706,ProfExe,8,0,147.41,0,37,19.52
0,22800,52760,Other,13,0,239.84,1,18,38.02
0,22800,71926,Other,7,0,310.48,0,18,38.51
0,22800,64659,Mgr,8,0,201.07,2,18,31.54
0,22800,52644,Other,7,0,238.38,0,19,34.95
0,22800,62754,ProfExe,19,0,628.98,0,24,20.2
1,22800,129697,ProfExe,5,1,202.6,1,18,22.04
0,22900,80139,Other,10,0,199.55,1,17,15.94
0,22900,191970,ProfExe,3,0,301.14,0,27,36.79
0,22900,64803,Other,3,0,84.93,2,29,33.68
0,22900,90702,Mgr,24,0,308.85,1,42,38.79
0,22900,70497,Mgr,13,0,149.99,0,27,33.77
0,22900,41279,Other,0,0,111.24,0,17,20.93
0,22900,18059,Other,26,1,213.04,0,24,25.55
0,22900,95321,Self,3,0,205.44,2,26,34.05
0,22900,71684,Sales,3,0,405.87,0,22,23.54
0,22900,64350,Office,6,0,181.83,1,16,39.39
0,22900,59702,ProfExe,16,0,627.66,0,24,22.12
0,22900,136032,ProfExe,21,0,240.35,0,24,41.6
0,22900,61067,Other,5,0,228.9,1,20,36.13
1,22900,67312,Mgr,4,2,122.77,0,32,30.65
0,22900,65017,Other,3,0,93.55,1,29,32.01
0,22900,107241,Mgr,9,0,201.79,5,18,41.14
1,22900,161754,Mgr,2,0,260.25,0,27,30.28
0,22900,28217,Other,14,0,109.37,1,25,30.59
0,22900,41174,Other,25,0,267.13,0,7,24.38
0,22900,131767,Mgr,24,4,329.65,1,28,32.36
0,22900,41130,ProfExe,8,0,276.09,0,19,38.5
0,22900,88244,Other,8,0,243.89,1,27,31.07
0,22900,50876,Other,5,0,72,1,19,34.96
0,23000,108464,Mgr,16,0,170.22,0,26,35.06
0,23000,74013,Other,10,1,314.27,0,19,37.74
0,23000,58696,ProfExe,18,0,629.1,0,23,22.83
0,23000,72121,Other,9,0,172,1,27,17.13
0,23000,91732,ProfExe,10,0,203.91,0,21,27.69
0,23000,62893,Office,4,0,179.85,1,16,38.63
0,23000,76561,Mgr,8,1,301.23,2,28,30.35
0,23000,68275,ProfExe,8,0,140.71,4,25,33.69
1,23000,58577,Other,4,2,110.41,2,33,133.53
0,23000,73125,Other,7,0,77.55,1,13,25.61
0,23000,72681,Mgr,0,0,230.08,4,23,43.52
0,23000,76213,Other,12,0,379.35,0,16,32.04
0,23000,48191,Other,26,0,302.85,2,32,33.87
1,23000,72638,ProfExe,2,0,177.61,2,22,48.28
1,23000,163805,Self,4,1,126.81,2,15,50.18
0,23000,131200,Other,7,0,215.07,1,20,33.01
0,23000,213000,ProfExe,7,5,468.87,1,56,22.01
0,23000,42600,Other,10,0,119.7,1,20,34.03
1,23000,56000,Other,8,4,69.13,2,27,47.1
1,23000,47000,Other,18,1,100.47,0,28,38.23
1,23000,32000,Other,0,0,211.03,0,23,42.24
0,23000,48003,Office,4,0,160.61,1,26,33.63
0,23000,32946,Self,6,0,123.07,1,10,24.02
0,23000,78230,Other,6,0,96.76,1,13,27.44
0,23000,71902,Other,5,0,214.39,0,13,29.05
0,23100,95352,Other,24,0,253.33,0,26,39.82
0,23100,71680,Mgr,1,0,230.36,5,24,39.87
0,23100,61524,Office,1,0,160.38,1,21,35.11
0,23100,141937,Mgr,6,0,328.4,0,16,43.91
0,23100,75837,Other,9,0,377.29,0,17,31.44
0,23100,93805,ProfExe,5,0,155.03,0,31,34.64
0,23100,83458,Mgr,24,0,314.07,1,43,38.04
0,23100,133867,Mgr,26,3,332.41,0,28,30.77
0,23100,42862,Office,5,0,182.93,1,26,35.58
0,23100,72712,Other,10,0,362.18,1,16,31.87
0,23100,109498,Mgr,15,0,186.2,0,25,33.79
0,23100,64601,Office,2,0,156.68,0,21,34
0,23100,235937,Self,5,0,242.61,2,51,36.89
0,23200,184526,ProfExe,2,0,291.63,0,26,39.48
0,23200,62811,Office,3,0,166.86,1,21,36.07
0,23200,96345,ProfExe,9,0,217.48,0,20,26.8
0,23200,112948,Mgr,16,0,189.84,0,25,33.49
1,23200,129355,ProfExe,0,0,328.51,0,30,40.05
0,23200,96043,ProfExe,21,0,162.64,0,24,39.21
1,23200,14511,Other,7,3,272.94,0,23,47.12
0,23200,40905,ProfExe,6,0,274,0,19,40.11
0,23200,131804,ProfExe,6,0,197.77,0,37,19.78
0,23200,144542,ProfExe,5,0,179.24,5,42,40.82
0,23300,82472,Other,7,0,174.24,2,25,37.91
0,23300,103162,Mgr,9,0,188.94,5,18,40.67
0,23300,81144,Mgr,7,0,288.37,1,28,33.27
0,23300,65310,Other,2,0,89.79,1,30,33.99
0,23300,143821,Mgr,8,0,320.92,0,16,44.75
1,23300,36000,Other,19,0,113.57,2,20,29.39
1,23300,84083,Self,2,1,153.23,6,23,39.5
0,23300,61496,ProfExe,18,0,649.75,1,24,20.87
1,23300,71734,ProfExe,6,7,122.8,0,21,34.53
0,23300,27793,Other,16,0,136.4,1,24,28.05
1,23300,103783,Sales,1,1,120.35,0,19,203.31
0,23300,91957,ProfExe,11,1,203.07,0,20,27.83
0,23300,88825,Other,8,0,180.69,1,29,28.01
0,23300,89847,ProfExe,9,0,210.02,0,21,29.78
0,23400,64332,Office,13,0,128.24,0,13,35.16
0,23400,81379,Other,8,0,186.89,1,24,37.89
0,23400,91165,Other,8,0,127.52,1,26,28.98
0,23400,72262,Other,2,0,106,1,29,31.84
0,23400,89427,Other,6,0,177.21,1,26,29.37
0,23400,48549,Office,6,0,172.81,1,27,34.46
0,23400,125750,ProfExe,6,0,195.08,0,38,20.73
0,23400,97865,Self,2,0,200.58,1,26,36.4
0,23400,35634,Other,11,0,204.64,0,13,41.12
0,23400,89226,Self,3,0,221.68,1,26,34.56
0,23400,90924,Other,24,0,245.9,1,27,40.86
0,23400,45766,Other,26,0,284.78,2,32,35.94
0,23500,95289,Mgr,9,0,118.62,1,23,30.45
0,23500,88388,Other,9,0,169.01,0,16,38.7
0,23500,90246,Other,22,0,239.26,1,26,41.34
1,23500,52457,Other,16,0,166.9,0,0,33.57
0,23500,18989,Other,26,1,206.77,0,24,27.55
0,23500,44952,Office,6,0,164.96,1,26,35.79
0,23500,68049,Mgr,6,0,191.11,2,18,32.13
0,23500,133197,Other,8,0,214.28,0,19,36.64
0,23500,48286,Mgr,6,0,248.86,2,25,32.47
1,23500,54816,Other,4,1,223.2,0,17,34.43
1,23500,71270,Office,10,1,168.18,2,11,35.73
0,23500,65945,Other,0,0,318.85,3,21,31.08
0,23500,146371,ProfExe,6,0,195.18,4,43,39.95
0,23500,75708,Mgr,2,0,231.43,5,23,42.18
0,23500,72432,Other,26,0,127.8,0,9,22.05
0,23500,90129,ProfExe,23,0,159,0,25,40.33
0,23500,37858,Other,2,0,110.06,0,17,19.27
0,23500,65587,Other,3,0,83.24,2,30,32.03
0,23500,62742,ProfExe,15,3,282.98,0,36,27.15
0,23500,132737,Mgr,4,0,213.39,0,14,31.24
0,23500,94109,ProfExe,1,0,116.82,0,20,35.87
0,23500,73400,Other,24,1,122.15,1,8,20.17
0,23500,55731,Mgr,4,0,273.67,1,25,33.51
0,23500,190239,ProfExe,3,0,285.33,0,27,39.92
0,23500,147696,ProfExe,4,0,103.67,2,34,30.36
0,23500,86144,Other,13,0,110.05,3,15,41.84
0,23500,62441,Office,1,0,152.83,0,21,34.53
1,23500,83082,Other,10,1,143.41,0,10,35.06
0,23600,70769,Other,11,0,367.1,1,17,33.79
0,23600,30758,Other,13,0,104.4,2,24,31.12
0,23600,87875,Other,10,0,112.91,2,15,38.51
0,23600,136607,Other,6,0,226.04,0,20,36.98
0,23600,66072,Other,26,0,119.59,0,8,20.82
0,23600,50424,Other,24,0,312.74,4,31,35.77
0,23600,69846,Other,11,0,357.81,0,17,30.56
0,23600,36438,ProfExe,10,0,289.7,0,19,39.93
0,23600,57327,ProfExe,14,3,276.18,0,35,29.28
0,23600,94908,ProfExe,1,0,125.7,0,19,33.22
0,23600,141000,Other,2,0,192.77,0,35,35.82
0,23600,82639,Other,11,0,186.16,2,25,37.94
0,23600,96452,Mgr,11,0,127.36,1,23,30.99
0,23600,126254,ProfExe,6,0,176.75,0,38,17.62
0,23600,82407,Other,11,0,169.81,0,24,39.49
0,23600,140284,ProfExe,21,0,224.94,0,24,41.87
0,23600,56023,Mgr,5,0,267.76,2,25,32.2
0,23700,76196,Other,17,0,180.73,1,13,41.53
0,23700,75445,Sales,4,0,408.19,0,23,24.2
0,23700,57553,ProfExe,19,0,648.33,0,23,22.85
1,23700,43712,Office,6,0,50.72,2,18,37.1
0,23700,69274,Sales,4,0,412.02,0,24,25.64
0,23700,138632,ProfExe,20,0,225.9,0,24,42.77
0,23700,144373,ProfExe,5,0,175.82,5,43,40.32
0,23700,87005,Other,11,0,85.13,1,12,24.99
0,23700,46910,Other,10,0,119.23,1,19,43.83
0,23700,93734,Other,8,0,247.36,1,24,30.02
0,23700,62949,Office,15,0,145.36,0,14,36.03
1,23700,76000,Sales,3,0,138.97,2,38,25.12
0,23700,82983,Other,11,0,177.02,2,24,41
0,23700,87141,ProfExe,22,0,169.28,1,25,40.98
0,23700,104752,Other,8,0,151.26,1,30,36.76
0,23700,18825,Other,26,1,203.86,0,25,26.63
0,23700,58068,Office,1,0,160.06,1,21,34.36
0,23800,74390,Other,10,0,363.14,1,16,30.27
0,23800,72926,Office,6,0,119.71,2,5,19.62
0,23800,76390,Mgr,7,0,275.96,2,29,29.71
0,23800,45279,Other,6,0,77.23,1,19,35.52
1,23800,19612,ProfExe,15,6,173.47,0,19,35.13
0,23800,188250,ProfExe,2,0,307.57,1,27,36.69
1,23800,55753,Other,1,0,56.67,0,13,64.78
1,23800,9124,Other,28,2,120.73,1,16,42.98
0,23800,46884,Other,8,0,59.41,1,18,35.7
0,23800,82532,Other,11,1,308.43,0,18,37.65
0,23800,101536,ProfExe,10,0,161.26,1,23,32.72
0,23800,44372,Other,6,0,75.81,2,19,36.53
0,23900,7500,Other,17,0,126.83,2,19,18.04
0,23900,236803,Self,7,0,252.07,1,50,38.07
0,23900,67715,Other,10,0,313.81,0,19,37.51
0,23900,21549,Other,25,0,300.3,1,12,30.2
0,23900,90475,ProfExe,11,1,207.78,0,21,30.55
0,23900,70694,Office,11,0,138.17,0,13,38.56
0,23900,16082,Other,17,0,123.37,1,19,26.72
0,23900,95060,ProfExe,10,0,194.25,0,20,27.16
0,23900,31992,Other,9,0,226.24,0,12,38.67
1,23900,62348,Other,1,1,174.29,1,21,37.95
0,23900,80406,Other,17,0,211.92,0,13,41.49
0,23900,27800,Other,27,0,307.62,1,12,31.91
0,23900,85097,Other,9,0,177.97,1,19,29.51
0,23900,90244,Self,3,0,194.99,1,26,35.41
0,23900,55284,Other,7,0,241.08,1,19,37.48
0,23900,77028,Other,26,0,127.02,0,8,20.41
0,23900,140328,Mgr,8,0,322.79,0,17,45.41
0,23900,87884,Mgr,23,0,314.39,0,42,37.99
0,23900,81977,Other,9,0,218.31,1,19,16.43
0,24000,43427,Other,25,0,302.77,2,31,34.87
0,24000,96072,Mgr,10,0,127.74,1,24,33.61
0,24000,31243,Self,3,0,135.2,1,11,25.36
0,24000,144975,ProfExe,6,0,193.12,5,43,39.59
0,24000,43948,Other,24,0,258.3,0,7,26.62
1,24000,88783,Self,2,0,171.51,5,23,56.96
1,24000,19500,Other,10,1,198.9,2,17,36.59
0,24000,16997,Other,25,0,118.67,1,11,32.82
0,24000,137000,ProfExe,5,0,189.7,1,28,35.96
0,24000,114196,Mgr,4,0,289.13,0,25,38.26
0,24000,59300,Other,16,0,97.93,1,17,36.91
1,24000,35000,Self,3,0,177.5,0,16,45.65
1,24000,136000,ProfExe,3,6,303.29,1,27,32.61
1,24000,18655,Other,3,0,65.97,3,12,42.89
0,24000,239568,Self,7,0,243.73,3,50,35.87
0,24000,111488,Mgr,15,0,185.8,0,25,32.23
0,24000,17575,Other,23,0,135.76,0,11,22.98
1,24100,164155,Self,2,1,113.64,2,20,31.56
0,24100,57041,Other,7,0,230.06,0,19,35.9
0,24100,77435,ProfExe,10,1,124.77,0,19,32.84
1,24100,30951,Mgr,11,4,36.5,0,12,34.48
0,24100,184697,ProfExe,2,0,317.69,0,26,37.78
0,24100,61811,Other,6,0,222.63,1,19,34.68
0,24100,80005,Other,18,0,196.25,1,12,39.76
0,24100,104442,Mgr,14,0,195.64,0,25,34.54
0,24100,95549,Other,22,0,243.35,0,28,39.08
0,24100,57555,Other,8,0,236.96,1,19,37.93
0,24100,66243,Other,8,0,83.1,1,13,26.15
1,24200,10286,Other,24,1,216.13,4,32,39.77
0,24200,45902,Other,25,0,303.76,3,32,35.22
0,24200,91491,ProfExe,21,0,163.17,0,25,42.06
0,24200,92572,Mgr,9,0,117.05,1,24,30.48
0,24200,242111,Self,6,0,243,3,51,36.58
0,24200,49798,Other,6,0,68.93,2,18,36.46
1,24200,121000,Self,13,1,151.93,1,35,45.27
1,24200,37500,ProfExe,4,0,123.8,0,14,40.11
1,24200,39808,Self,3,0,184.73,0,16,51.63
0,24200,68477,Other,16,0,88.67,0,17,32.52
0,24200,22763,Other,23,0,126.92,1,10,23.04
0,24200,63229,Other,15,0,84.67,0,16,35.6
0,24200,150939,Other,1,0,205.78,0,34,39.66
0,24200,90626,Self,2,0,226.12,1,27,34.5
0,24200,104005,Mgr,14,0,175.62,0,25,33.99
0,24300,142000,ProfExe,6,0,323.67,0,35,25.7
0,24300,70912,ProfExe,9,0,126.24,3,26,36.37
0,24300,50826,Other,7,0,71.18,1,19,36.5
0,24300,93520,ProfExe,9,0,199.76,0,20,27.47
0,24300,41323,Other,27,1,298.19,2,32,36.16
0,24300,110442,Mgr,9,0,175.15,4,17,40.35
0,24300,236390,Self,6,0,243.08,2,50,36.91
0,24300,72227,Other,7,0,225.63,1,20,15.53
0,24300,55579,ProfExe,1,0,187.02,0,26,33.47
0,24300,21660,Other,26,0,102.78,0,10,23.25
0,24300,123686,Mgr,4,0,298.28,0,25,36.34
0,24300,75486,Other,23,0,145.29,0,9,22.98
0,24300,42276,Other,24,0,309.68,2,31,32.75
0,24400,110177,Office,5,0,293.24,2,36,29.27
1,24400,119000,Mgr,33,2,229.3,7,36,39.74
1,24400,88000,Other,12,0,84.23,5,19,42.07
0,24400,237543,Self,3,0,254.52,2,50,37.91
1,24400,69873,Other,15,6,225.75,0,29,46.83
0,24400,50317,Other,6,0,45.49,1,18,37.01
0,24400,87838,Other,6,0,155.7,1,26,30.28
0,24400,119111,Mgr,3,0,296.93,0,25,38.49
0,24400,147073,Other,2,0,173.71,0,35,37.81
0,24400,26366,Other,13,0,101.64,2,24,29.1
0,24400,76888,Other,10,0,288.23,0,19,38.58
0,24400,81590,Other,24,0,81.17,2,15,30.96
0,24400,109253,Mgr,17,0,193.97,0,25,34.59
0,24400,93411,ProfExe,6,0,177.51,0,32,31.03
0,24400,65233,Other,15,0,80.1,1,17,35.44
0,24400,91316,ProfExe,23,0,170.06,0,24,42.67
0,24400,80065,ProfExe,8,1,126.54,0,18,26.27
0,24400,61260,ProfExe,1,0,179.54,0,26,33.59
0,24400,217533,ProfExe,6,3,471.89,1,55,31.34
0,24400,112178,Mgr,17,0,197.97,0,26,33.13
0,24400,95843,Self,2,0,201.98,1,26,32.9
0,24500,33537,Other,14,0,99.38,1,24,28.5
0,24500,80025,Other,9,0,189.53,1,19,15.44
0,24500,21470,Other,25,0,124.56,0,11,23.89
0,24500,80072,Other,18,0,194.88,0,12,39.21
0,24500,118251,Mgr,2,0,282.65,0,24,38.84
0,24500,69615,ProfExe,7,1,136.56,3,26,35.57
0,24500,134188,Other,5,0,219.17,0,20,34.99
0,24500,67336,ProfExe,8,1,142.34,3,25,35.98
0,24500,62490,Other,14,0,96.97,1,17,34.98
1,24500,95736,Mgr,2,1,122.5,2,20,46.35
0,24500,52000,Office,0,1,93.17,0,23,42.86
0,24500,216787,ProfExe,5,4,473.81,1,55,31.2
0,24500,85010,Other,10,0,91.86,1,12,28.88
0,24500,82756,ProfExe,11,1,108.65,0,18,26.13
0,24500,123319,Mgr,2,0,300.63,0,25,37.79
0,24500,84468,Other,21,0,83.11,1,15,29.86
0,24600,113034,Mgr,15,0,194.84,0,26,32.77
0,24600,83099,ProfExe,9,1,122.75,0,19,28.13
0,24600,71862,Other,1,0,93.26,2,29,35.29
0,24600,41300,Office,19,0,181.63,2,22,39.83
0,24600,135278,Other,5,0,225.37,0,20,34.08
0,24600,75865,Other,9,0,190.3,1,25,17.26
1,24600,75636,ProfExe,1,0,318.55,3,42,39.28
0,24600,221331,ProfExe,5,4,474.03,1,55,31.46
0,24700,55435,Mgr,7,0,252.62,2,26,34.74
0,24700,149235,ProfExe,5,0,324.14,0,34,38.71
0,24700,111107,Mgr,15,1,170.63,1,26,32.93
0,24700,23231,Other,24,0,118.15,0,11,23.27
0,24700,109377,Mgr,10,0,184.36,5,17,40.2
1,24700,79347,Other,0,0,45.63,6,49,47
0,24700,53925,Mgr,4,0,251.19,2,25,34.89
0,24700,44306,Other,5,0,73.72,1,18,35.44
0,24700,98900,Other,23,0,239.43,1,26,41.7
0,24700,77022,Mgr,9,1,306.87,2,28,30.12
0,24800,77257,Other,9,1,305.68,0,18,38.03
0,24800,66340,Other,10,0,300.76,0,19,40.13
0,24800,144410,ProfExe,3,0,195.07,1,28,38.93
0,24800,109084,Mgr,11,0,183.8,5,18,40.6
0,24800,92523,Other,10,0,84.74,1,12,28.46
0,24800,98139,Self,3,0,208.52,1,27,32.64
1,24800,132000,Mgr,19,0,187.67,4,35,43.9
1,24800,37200,Other,10,8,242.47,4,23,48.24
0,24800,82670,Mgr,8,0,302.98,2,28,30.96
0,24800,43287,Other,8,0,87.01,1,18,34.03
1,24800,76220,Mgr,6,1,126.64,0,32,48.57
0,24800,64537,ProfExe,7,1,120.35,4,25,34.69
0,24900,46116,Other,9,0,120.08,1,19,42.93
0,24900,60778,Other,5,0,232.12,1,20,34.93
0,24900,17139,Other,16,0,124.2,1,18,26.28
0,24900,134427,Other,7,0,202.45,0,19,35.35
0,24900,89530,ProfExe,19,0,164.77,1,25,39.35
0,24900,92168,ProfExe,6,0,159.58,0,31,34.15
1,24900,62191,Other,3,0,55.94,0,14,62.11
0,24900,51155,Other,9,1,139.03,3,30,28.73
0,24900,139241,Other,6,0,220.69,0,19,35.59
1,24900,77000,Other,10,0,293.23,0,36,48.12
0,24900,79042,Other,11,0,94.08,1,12,25.62
1,25000,74800,Mgr,10,5,163.3,2,46,38.02
0,25000,79214,Other,8,0,311.94,0,19,39.42
0,25000,60504,Office,1,0,99.99,0,23,33.49
0,25000,95651,ProfExe,21,0,154.57,0,24,42.7
1,25000,47032,Other,9,7,259.47,3,22,40.79
0,25000,78892,Other,26,0,112.97,0,8,21.26
0,25000,109000,Sales,17,0,298.33,1,31,29.11
0,25000,94000,Office,11,1,151.13,0,29,37.05
0,25000,99348,Other,23,0,199.83,0,19,37.53
0,25000,149000,Other,11,0,256.67,2,34,37.43
0,25000,177000,ProfExe,0,0,305.13,1,33,18.97
0,25000,136375,ProfExe,29,0,354.1,1,19,28.37
0,25000,23900,Office,2,0,116.63,2,7,34.92
0,25000,19600,Other,10,2,93.33,2,26,22.51
0,25000,145000,Self,2,0,176.5,1,17,32.01
0,25000,57459,Other,16,1,133.77,0,30,33.56
0,25000,188545,Other,9,0,102.5,2,26,29.51
0,25000,84000,Other,2,0,188.77,2,25,26.66
0,25000,94000,Mgr,22,0,209,0,13,27.66
0,25000,77590,Office,10,1,396.73,0,45,31.66
0,25000,126462,ProfExe,10,0,239.8,3,27,32.14
0,25000,89000,ProfExe,0,0,193.8,3,38,23.33
0,25000,199000,Other,8,0,133.37,1,42,46.41
0,25000,140000,ProfExe,13,1,148.13,0,37,18.17
0,25000,22800,Other,36,0,281.07,1,24,47
0,25000,73773,Mgr,9,0,168.4,0,27,39.44
0,25000,65000,ProfExe,12,0,283.07,1,33,35.83
0,25000,42632,Other,24,1,284.93,1,30,34.52
1,25000,70150,Office,4,1,104.53,0,7,29.83
0,25000,71700,Office,0,0,303.4,1,24,32.24
0,25000,69300,Other,5,0,95.37,2,32,47.39
0,25000,127491,Mgr,1,0,120.4,1,39,27.7
0,25000,65700,Office,10,0,149.17,0,21,32.33
1,25000,98500,Other,5,1,201.83,4,43,44.57
1,25000,46451,Office,10,2,95.37,2,15,49.21
1,25000,71081,Mgr,3,0,87.2,1,27,38.11
1,25000,88245,Other,22,2,203.2,0,23,34.05
1,25000,26743,Other,2,0,90.6,3,19,45.6
1,25000,110048,Other,1,1,126.4,2,24,32.11
1,25000,110676,Sales,8,0,119.37,0,6,38.59
1,25000,184000,Other,4,4,230.1,2,44,28.84
1,25000,160000,Other,7,6,228.07,2,35,59.61
1,25000,82000,Mgr,11,1,10.13,2,41,33.94
1,25000,95000,ProfExe,15,2,296.2,2,27,50.66
1,25000,105750,Office,15,2,305.37,2,14,33.82
1,25000,63493,ProfExe,2,0,198.8,0,18,48.88
1,25000,117500,ProfExe,18,3,239.4,1,27,40.89
1,25000,123184,Other,12,1,160.3,1,32,39.44
1,25000,90000,Other,10,1,73.03,5,40,37.74
1,25000,62176,ProfExe,11,3,41.57,3,6,40.28
1,25000,101250,Self,3,0,301.3,4,46,48.85
1,25000,175225,ProfExe,13,2,148.13,4,53,38.31
1,25000,86000,Other,14,0,144.03,2,40,44.71
1,25000,59000,Sales,10,2,125.83,7,23,34.95
1,25000,106282,ProfExe,14,4,198.87,2,28,35.39
1,25000,68000,Other,8,1,134.77,3,33,36.69
1,25000,191600,Other,6,3,106.8,1,27,43.57
1,25000,59841,Self,20,0,101.47,0,4,53.11
1,25000,132000,ProfExe,10,0,196.83,1,29,36.78
1,25000,122000,Office,1,6,262.33,3,30,37.75
1,25000,104000,Other,1,11,194.8,1,14,35.94
1,25000,86000,Mgr,6,1,105.53,8,16,44.7
1,25000,11300,Other,19,5,119.67,1,21,34.34
1,25000,39000,Other,3,1,114.67,3,22,33.92
1,25000,112000,Office,6,0,63.9,3,9,33.85
1,25000,103700,Other,4,0,96.05,0,0,38.25
1,25000,75110,Mgr,3,0,83.05,1,27,45.74
0,25000,75039,Other,8,0,107.14,1,12,27.78
0,25000,135501,Mgr,0,0,119.53,1,39,30.66
0,25000,78012,Other,10,0,88.93,1,14,33.98
0,25000,83624,ProfExe,9,0,129.55,0,19,29.43
0,25000,72077,Mgr,1,0,232.05,4,24,40.65
0,25000,36108,Other,23,0,248.85,0,7,26.03
0,25100,85337,Other,6,0,285.76,1,20,27.95
0,25100,28778,Other,28,0,304.2,1,12,31.6
0,25100,147622,Self,3,0,170.48,0,16,41.52
0,25100,77088,Mgr,7,0,288.01,2,29,32.55
0,25100,21490,Other,11,1,101.93,1,25,30.44
0,25100,28244,Other,28,0,303.1,1,13,31.69
0,25100,46614,Office,17,0,193.25,1,22,33.72
0,25100,87058,Other,8,0,307.75,0,19,39.28
0,25100,65633,Other,15,1,141.94,0,29,40.62
0,25100,41314,Office,19,0,183.63,1,22,33.67
0,25100,58042,Other,16,1,125.8,0,29,38.37
0,25100,26889,Other,28,0,318.9,1,13,31.32
0,25100,118559,Office,4,0,279.2,1,37,42.99
0,25100,26211,Other,28,0,313.34,1,12,31.3
0,25100,96627,ProfExe,1,0,197.63,3,37,35.98
0,25100,66938,ProfExe,8,1,135.67,4,26,34.57
0,25100,23269,Other,8,1,73.32,2,25,28.17
0,25100,143881,ProfExe,27,0,353.99,1,18,39.88
0,25100,73398,Other,5,0,88.61,2,31,42.05
0,25100,44639,Other,22,1,284.91,0,29,39.52
0,25100,24205,Other,25,0,116.44,0,11,22.46
0,25100,137489,Other,7,0,211.21,1,20,34.77
0,25100,108235,Other,24,0,199.49,0,19,23.65
0,25200,94712,Office,8,0,166.82,0,30,39.03
0,25200,55283,ProfExe,0,0,181.45,0,26,32.92
0,25200,63258,ProfExe,0,0,194.7,0,25,35.27
0,25200,22773,Other,8,2,92.58,1,26,30.42
0,25200,51789,Other,25,1,281.93,1,30,40.87
0,25200,26255,Other,24,0,302.43,1,12,31.26
0,25200,137054,ProfExe,4,0,188.57,0,27,39.96
0,25200,79356,Other,26,0,128.42,0,8,21.06
0,25200,75037,Office,9,0,148.73,0,21,37.24
0,25200,73168,Office,9,0,151.12,0,21,35.59
0,25200,55823,Office,0,0,85.31,0,22,35.57
0,25200,69510,ProfExe,6,1,143.83,4,25,35.33
0,25200,74038,Mgr,9,1,304,1,28,31.36
0,25300,60084,Other,7,0,227.09,0,19,36.44
0,25300,137813,ProfExe,5,0,187.19,0,27,38.66
0,25300,139427,ProfExe,28,0,366.11,1,18,36.28
0,25300,115226,Office,6,0,303.01,2,36,41.72
0,25300,118744,Office,5,0,307.88,1,35,43.47
0,25300,88372,Other,23,0,79.16,2,14,27.18
0,25300,22361,Other,24,0,125.41,0,11,25.18
0,25300,122933,Mgr,3,0,280.57,0,24,38.74
0,25300,51261,Mgr,4,0,249.84,2,25,31.66
0,25300,56393,Mgr,6,0,258.15,1,25,33.19
0,25300,46780,Office,18,0,189.14,0,22,30.75
0,25300,62540,ProfExe,0,0,195.45,0,25,35.2
1,25400,136322,ProfExe,2,5,303.74,1,27,16.64
0,25400,76194,Mgr,0,0,245.27,5,23,42.14
1,25400,107343,Other,1,10,192.67,1,14,35.76
0,25400,61907,Office,0,1,81.49,0,22,34.36
0,25400,149364,Other,10,0,266.51,1,34,41.62
0,25400,82553,Mgr,9,0,305.76,2,29,32.72
0,25400,44800,Other,21,0,211.03,1,27,39.84
0,25400,158111,Other,10,0,254.34,1,34,43.14
1,25400,83943,Mgr,9,1,5.24,2,41,42.93
0,25400,62906,Other,17,0,110.62,1,16,33.76
0,25400,138132,ProfExe,27,0,349.94,0,19,37.82
0,25400,69035,ProfExe,13,0,281.22,1,33,39.54
0,25400,61771,Other,17,1,130.15,0,29,37.2
0,25400,61680,Other,8,0,87.26,1,12,27.53
0,25500,135728,Mgr,0,0,133.96,1,38,32.43
0,25500,79369,Other,23,0,82.29,3,15,28.08
0,25500,143881,ProfExe,7,0,323.02,0,35,37.58
1,25500,63967,Other,6,0,179.36,0,0,33.05
0,25500,79689,ProfExe,9,0,114.97,0,19,26.48
0,25500,44562,Other,10,0,126.28,1,19,40.25
